image,cls_id,clase,bbox_area,occlusion
PartB_00896_jpg.rf.2117ac910568504b5497dd547e413886,2,person,0.0219451904296875,medium
PartB_00896_jpg.rf.2117ac910568504b5497dd547e413886,2,person,0.058515624999999995,low
PartB_00896_jpg.rf.2117ac910568504b5497dd547e413886,2,person,0.019989013671875,medium
PartB_00896_jpg.rf.2117ac910568504b5497dd547e413886,2,person,0.052557373046875,low
PartB_00896_jpg.rf.2117ac910568504b5497dd547e413886,2,person,0.014492187499999998,medium
PartB_00896_jpg.rf.2117ac910568504b5497dd547e413886,2,person,0.00755859375,high
PartB_00896_jpg.rf.2117ac910568504b5497dd547e413886,2,person,0.0023968505859374998,high
PartB_00896_jpg.rf.2117ac910568504b5497dd547e413886,2,person,0.002867431640625,high
PartB_00896_jpg.rf.2117ac910568504b5497dd547e413886,2,person,0.0026904296875,high
PartB_00896_jpg.rf.2117ac910568504b5497dd547e413886,2,person,0.008015136718750001,high
PartB_00896_jpg.rf.2117ac910568504b5497dd547e413886,2,person,0.0028326416015625,high
PartB_00896_jpg.rf.2117ac910568504b5497dd547e413886,2,person,0.002255859375,high
PartB_00896_jpg.rf.2117ac910568504b5497dd547e413886,2,person,0.005645751953125,high
PartB_00896_jpg.rf.2117ac910568504b5497dd547e413886,2,person,0.0045391845703125,high
PartB_00896_jpg.rf.2117ac910568504b5497dd547e413886,2,person,0.0019775390625,high
PartB_00896_jpg.rf.2117ac910568504b5497dd547e413886,2,person,0.0008203125,high
PartB_00896_jpg.rf.2117ac910568504b5497dd547e413886,2,person,0.00845947265625,high
PartB_00896_jpg.rf.2117ac910568504b5497dd547e413886,2,person,0.004140625,high
PartB_00896_jpg.rf.2117ac910568504b5497dd547e413886,2,person,0.0018164062499999999,high
PartB_00896_jpg.rf.2117ac910568504b5497dd547e413886,2,person,0.00140625,high
PartB_00896_jpg.rf.2117ac910568504b5497dd547e413886,2,person,0.0054046630859375,high
PartB_00164_jpg.rf.4a3d37eed8c0796e8e03121a4618151b,2,person,0.038869628906249995,medium
PartB_00164_jpg.rf.4a3d37eed8c0796e8e03121a4618151b,2,person,0.01593505859375,medium
PartB_00164_jpg.rf.4a3d37eed8c0796e8e03121a4618151b,2,person,0.0116552734375,medium
PartB_00164_jpg.rf.4a3d37eed8c0796e8e03121a4618151b,2,person,0.014759521484375,medium
PartB_00164_jpg.rf.4a3d37eed8c0796e8e03121a4618151b,2,person,0.037379150390625,medium
PartB_00164_jpg.rf.4a3d37eed8c0796e8e03121a4618151b,2,person,0.002685546875,high
PartB_00164_jpg.rf.4a3d37eed8c0796e8e03121a4618151b,2,person,0.004383544921875,high
part2_001948_jpg.rf.c61e3ebad0d56f0b79c18119af815d1a,0,helmet,0.020531005859375,medium
part2_001948_jpg.rf.c61e3ebad0d56f0b79c18119af815d1a,0,helmet,0.0273681640625,medium
part2_001948_jpg.rf.c61e3ebad0d56f0b79c18119af815d1a,0,helmet,0.026284790039062502,medium
PartA_00207_jpg.rf.5f8dde772372d557058263a972a886c5,2,person,0.0027825927734374998,high
PartA_00207_jpg.rf.5f8dde772372d557058263a972a886c5,2,person,0.00046142578125000003,high
PartA_00207_jpg.rf.5f8dde772372d557058263a972a886c5,2,person,0.00033203125,high
PartA_00207_jpg.rf.5f8dde772372d557058263a972a886c5,2,person,0.00048339843750000005,high
PartA_00207_jpg.rf.5f8dde772372d557058263a972a886c5,2,person,0.0008422851562499999,high
PartA_00207_jpg.rf.5f8dde772372d557058263a972a886c5,2,person,0.000390625,high
PartA_00207_jpg.rf.5f8dde772372d557058263a972a886c5,2,person,0.00048706054687499997,high
PartA_00207_jpg.rf.5f8dde772372d557058263a972a886c5,2,person,0.00048706054687499997,high
PartA_00207_jpg.rf.5f8dde772372d557058263a972a886c5,2,person,0.0008422851562499999,high
PartA_00207_jpg.rf.5f8dde772372d557058263a972a886c5,2,person,0.001043701171875,high
PartA_00207_jpg.rf.5f8dde772372d557058263a972a886c5,2,person,0.00037353515625,high
PartA_00207_jpg.rf.5f8dde772372d557058263a972a886c5,2,person,0.00037353515625,high
PartA_00207_jpg.rf.5f8dde772372d557058263a972a886c5,2,person,0.00046142578125000003,high
PartA_00207_jpg.rf.5f8dde772372d557058263a972a886c5,2,person,0.00048828125,high
PartA_00207_jpg.rf.5f8dde772372d557058263a972a886c5,2,person,0.00061767578125,high
PartA_00207_jpg.rf.5f8dde772372d557058263a972a886c5,2,person,0.000439453125,high
PartA_00207_jpg.rf.5f8dde772372d557058263a972a886c5,2,person,0.0003955078125,high
PartA_00207_jpg.rf.5f8dde772372d557058263a972a886c5,2,person,0.000841064453125,high
PartA_00207_jpg.rf.5f8dde772372d557058263a972a886c5,2,person,0.0002655029296875,high
PartA_00207_jpg.rf.5f8dde772372d557058263a972a886c5,2,person,0.00022460937499999998,high
PartA_00207_jpg.rf.5f8dde772372d557058263a972a886c5,2,person,0.0002655029296875,high
PartA_00207_jpg.rf.5f8dde772372d557058263a972a886c5,2,person,0.0005126953125,high
PartA_00207_jpg.rf.5f8dde772372d557058263a972a886c5,2,person,0.00048339843750000005,high
PartA_00207_jpg.rf.5f8dde772372d557058263a972a886c5,2,person,0.0005639648437500001,high
PartA_00207_jpg.rf.5f8dde772372d557058263a972a886c5,2,person,0.0002801513671875,high
PartA_00207_jpg.rf.5f8dde772372d557058263a972a886c5,2,person,0.000589599609375,high
PartA_00207_jpg.rf.5f8dde772372d557058263a972a886c5,2,person,0.00033203125,high
PartA_00207_jpg.rf.5f8dde772372d557058263a972a886c5,2,person,0.0002655029296875,high
PartA_00207_jpg.rf.5f8dde772372d557058263a972a886c5,2,person,0.00024719238281250004,high
PartA_00207_jpg.rf.5f8dde772372d557058263a972a886c5,2,person,0.0003955078125,high
PartA_00207_jpg.rf.5f8dde772372d557058263a972a886c5,2,person,0.00035278320312499996,high
PartA_00207_jpg.rf.5f8dde772372d557058263a972a886c5,2,person,0.0003955078125,high
PartA_00207_jpg.rf.5f8dde772372d557058263a972a886c5,2,person,0.00050537109375,high
PartA_00207_jpg.rf.5f8dde772372d557058263a972a886c5,2,person,0.00031250000000000006,high
PartA_00207_jpg.rf.5f8dde772372d557058263a972a886c5,2,person,0.00111083984375,high
PartA_00207_jpg.rf.5f8dde772372d557058263a972a886c5,2,person,0.0013885498046875,high
PartA_00207_jpg.rf.5f8dde772372d557058263a972a886c5,2,person,0.0013494873046875,high
PartA_00207_jpg.rf.5f8dde772372d557058263a972a886c5,2,person,0.0015161132812500002,high
PartA_00207_jpg.rf.5f8dde772372d557058263a972a886c5,2,person,0.0014312744140625,high
PartA_00207_jpg.rf.5f8dde772372d557058263a972a886c5,2,person,0.000537109375,high
PartA_00207_jpg.rf.5f8dde772372d557058263a972a886c5,2,person,0.000589599609375,high
PartA_00207_jpg.rf.5f8dde772372d557058263a972a886c5,2,person,0.0005639648437500001,high
PartA_00207_jpg.rf.5f8dde772372d557058263a972a886c5,2,person,0.0004150390625,high
PartA_00207_jpg.rf.5f8dde772372d557058263a972a886c5,2,person,0.0005126953125,high
PartA_00207_jpg.rf.5f8dde772372d557058263a972a886c5,2,person,0.0007159423828124999,high
PartA_00207_jpg.rf.5f8dde772372d557058263a972a886c5,2,person,0.000701904296875,high
PartA_00207_jpg.rf.5f8dde772372d557058263a972a886c5,2,person,0.001153564453125,high
PartA_00207_jpg.rf.5f8dde772372d557058263a972a886c5,2,person,0.0011541748046875,high
PartA_00207_jpg.rf.5f8dde772372d557058263a972a886c5,2,person,0.0009704589843749999,high
PartA_00207_jpg.rf.5f8dde772372d557058263a972a886c5,2,person,0.0007440185546875,high
PartA_00207_jpg.rf.5f8dde772372d557058263a972a886c5,2,person,0.0005126953125,high
PartA_00207_jpg.rf.5f8dde772372d557058263a972a886c5,2,person,0.00046142578125000003,high
PartA_00207_jpg.rf.5f8dde772372d557058263a972a886c5,2,person,0.00037353515625,high
PartA_00207_jpg.rf.5f8dde772372d557058263a972a886c5,2,person,0.00033203125,high
PartA_00207_jpg.rf.5f8dde772372d557058263a972a886c5,2,person,0.00024719238281250004,high
PartA_00207_jpg.rf.5f8dde772372d557058263a972a886c5,2,person,0.0003955078125,high
PartA_00207_jpg.rf.5f8dde772372d557058263a972a886c5,2,person,0.00031250000000000006,high
PartA_00207_jpg.rf.5f8dde772372d557058263a972a886c5,2,person,0.0003955078125,high
PartA_00207_jpg.rf.5f8dde772372d557058263a972a886c5,2,person,0.00048828125,high
PartA_00207_jpg.rf.5f8dde772372d557058263a972a886c5,2,person,0.0008087158203125,high
PartA_00207_jpg.rf.5f8dde772372d557058263a972a886c5,2,person,0.000394287109375,high
PartA_00207_jpg.rf.5f8dde772372d557058263a972a886c5,2,person,0.0004638671875,high
PartA_00207_jpg.rf.5f8dde772372d557058263a972a886c5,2,person,0.000589599609375,high
PartA_00207_jpg.rf.5f8dde772372d557058263a972a886c5,2,person,0.0008734130859375,high
PartA_00207_jpg.rf.5f8dde772372d557058263a972a886c5,2,person,0.0013031005859374999,high
PartA_00207_jpg.rf.5f8dde772372d557058263a972a886c5,2,person,0.00158203125,high
PartA_00207_jpg.rf.5f8dde772372d557058263a972a886c5,2,person,0.0015472412109374999,high
001588_jpg.rf.7b34df97f84b830469417b0b6a3c1199,0,helmet,0.06798522949218751,low
part2_000843_jpg.rf.113a1ab9d6888e3a096bbbbb972d8584,0,helmet,0.17647705078125,low
part2_000843_jpg.rf.113a1ab9d6888e3a096bbbbb972d8584,0,helmet,0.1001898193359375,low
001015_jpg.rf.852c40475c1f4cfd5df15739c4f1c829,0,helmet,0.009335327148437501,high
001015_jpg.rf.852c40475c1f4cfd5df15739c4f1c829,0,helmet,0.009213867187499999,high
001015_jpg.rf.852c40475c1f4cfd5df15739c4f1c829,2,person,0.0385595703125,medium
001015_jpg.rf.852c40475c1f4cfd5df15739c4f1c829,2,person,0.00533203125,high
001015_jpg.rf.852c40475c1f4cfd5df15739c4f1c829,2,person,0.00405029296875,high
001015_jpg.rf.852c40475c1f4cfd5df15739c4f1c829,2,person,0.005152587890625,high
001015_jpg.rf.852c40475c1f4cfd5df15739c4f1c829,2,person,0.0156646728515625,medium
PartB_01484_jpg.rf.95cfb86de718add09ad642c450216655,2,person,0.008280029296875,high
PartB_01484_jpg.rf.95cfb86de718add09ad642c450216655,2,person,0.0036230468749999995,high
